lambda0,lambda1,pval,null_mean_diff,null_sd,nchanges_parsimony,qpars,sdratio,pval.2tailed,tree,ntaxa,nsim
0.20152218609865566,0.23812311361405583,0.7471252874712528,9.085487437391603e-5,0.052339997938016324,23,0.054744207911441384,0.2,0.5057494250574943,bibi-2013,113,10000
0.19731453729049464,0.23878979276831472,0.7476252374762524,6.717227126495161e-4,0.05592383056948967,19,0.038825737758067386,0.15,0.5047495250474952,bibi-2013,113,10000
0.19559377047925264,0.2362447095450034,0.7601239876012399,-4.8693128492893376e-4,0.053949136834162546,21,0.04520809355788811,0.1,0.4797520247975202,bibi-2013,113,10000
