lambda0,lambda1,pval,null_mean_diff,null_sd,nchanges_parsimony,qpars,sdratio,pval.2tailed,tree,ntaxa,nsim
0.11146691097666188,0.14865490254328223,0.9567043295670433,3.0089751852838153e-4,0.021560718440895247,12,0.05096895744537123,0.2,0.08659134086591336,chen-2019,51,10000
0.11087918295842591,0.14783446927870478,0.9488051194880512,3.419330440790833e-4,0.0224208333759293,11,0.0422663965118393,0.15,0.10238976102389752,chen-2019,51,10000
0.1051125411879101,0.147457029606291,0.9768023197680232,1.2132507059994708e-4,0.021523694479670546,12,0.048322564468259555,0.1,0.04639536046395354,chen-2019,51,10000
